,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
845,Jack Conway,Hedy Lamarr,Spencer Tracy,Claudette Colbert,Adventure Drama Romance Western,boom town,Hedy Lamarr Spencer Tracy Claudette Colbert Jack Conway Adventure Drama Romance Western
846,Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,Adventure Documentary Drama Sport,touching the void,Nicholas Aaron Brendan Mackey Joe Simpson Kevin Macdonald Adventure Documentary Drama Sport
847,Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,Adventure,"the book of mormon movie, volume 1: the journey",Noah Danby Kirby Heyborne Bruce Newbold Gary Rogers Adventure
848,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Action Adventure Comedy Drama Music Sci-Fi,six-string samurai,Jeffrey Falcon Stephane Gauger Kim De Angelo Lance Mungia Action Adventure Comedy Drama Music Sci-Fi
849,Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar,Adventure Family Fantasy,the lost medallion: the adventures of billy stone,Alex Kendrick Jansen Panettiere Tiya Sircar Bill Muir Adventure Family Fantasy
850,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,Action Adventure History Western,the legend of hell's gate: an american conspiracy,William McNamara Kevin Alejandro Glenn Morshower Tanner Beard Action Adventure History Western
851,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Adventure Drama,travelers and magicians,Tshewang Dendup Lhakpa Dorji Sonam Kinga Khyentse Norbu Adventure Drama
852,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,Adventure Family,against the wild,Natasha Henstridge CJ Adams Erin Pitt Richard Boddington Adventure Family
853,Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,Adventure Drama,under the same moon,America Ferrera Eugenio Derbez Kate del Castillo Patricia Riggen Adventure Drama
854,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,Adventure Comedy Horror,incident at loch ness,Zak Penn Gabriel Beristain John Bailey Zak Penn Adventure Comedy Horror
855,Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward,Adventure Comedy Family,batman: the movie,Burgess Meredith Cesar Romero Burt Ward Leslie H. Martinson Adventure Comedy Family
856,David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams,Adventure Comedy Drama,grand theft parsons,Marley Shelton Scott Adsit Jim Cody Williams David Caffrey Adventure Comedy Drama
857,Michael Curtiz,Errol Flynn,David Niven,Spring Byington,Action Adventure Romance War,the charge of the light brigade,Errol Flynn David Niven Spring Byington Michael Curtiz Action Adventure Romance War
858,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,Adventure Comedy Sport,airborne,Alanna Ubach Jacob Vargas Brittney Powell Rob Bowman Adventure Comedy Sport
859,Tony Richardson,Albert Finney,Susannah York,Hugh Griffith,Adventure Comedy History,tom jones,Albert Finney Susannah York Hugh Griffith Tony Richardson Adventure Comedy History
860,Terence Young,Ursula Andress,Jack Lord,Lois Maxwell,Action Adventure Thriller,dr. no,Ursula Andress Jack Lord Lois Maxwell Terence Young Action Adventure Thriller
861,Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,Action Adventure Drama Sci-Fi Thriller,godzilla 2000,Hiroshi Abe Naomi Nishida Sakae Kimura Takao Okawara Action Adventure Drama Sci-Fi Thriller
862,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,Adventure Comedy Drama,transamerica,Kevin Zegers Felicity Huffman Paul Borghese Duncan Tucker Adventure Comedy Drama
863,Eli Roth,Daryl Sabara,Richard Burgi,Magda Apanowicz,Adventure Horror,the green inferno,Daryl Sabara Richard Burgi Magda Apanowicz Eli Roth Adventure Horror
864,Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino,Adventure Comedy Family Fantasy Horror,goosebumps,Odeya Rush Dylan Minnette Ken Marino Rob Letterman Adventure Comedy Family Fantasy Horror
865,Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell,Adventure Biography Documentary Drama,antarctica: a year on ice,Josh Swanson Tom Hamann Anthony Powell Anthony Powell Adventure Biography Documentary Drama
866,A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,Action Adventure Comedy Fantasy Sci-Fi,the helix... loaded,Scott Levy Vanilla Ice Jennifer Sky A. Raven Cruz Action Adventure Comedy Fantasy Sci-Fi
867,Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,Action Adventure Drama War,saints and soldiers,Corbin Allred Larry Bagby Kirby Heyborne Ryan Little Action Adventure Drama War
868,Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan,Action Adventure Animation Comedy Fantasy Sci-Fi,aqua teen hunger force colon movie film for theaters,Tina Fey Fred Armisen Chris Kattan Matt Maiellaro Action Adventure Animation Comedy Fantasy Sci-Fi
869,Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari,Action Adventure Fantasy Sci-Fi,destiny,Peter Dinklage Lauren Cohan Erick Avari Joseph Kosinski Action Adventure Fantasy Sci-Fi
870,Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,Action Adventure Drama Romance,king kong,Naomi Watts Thomas Kretschmann Evan Parke Peter Jackson Action Adventure Drama Romance
871,Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,Adventure Family Romance,benji,Frances Bavier Peter Breck Edgar Buchanan Joe Camp Adventure Family Romance
872,Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,Adventure Biography Drama Horror Thriller,open water,Blanchard Ryan Saul Stein Daniel Travis Chris Kentis Adventure Biography Drama Horror Thriller
873,Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Action Adventure Drama,seven samurai,Takashi Shimura Minoru Chiaki Kamatari Fujiwara Akira Kurosawa Action Adventure Drama
874,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
875,Sam Raimi,Tim Holmes,Mila Kunis,James Franco,Adventure Family Fantasy,oz the great and powerful,Tim Holmes Mila Kunis James Franco Sam Raimi Adventure Family Fantasy
876,Terry Gilliam,Eric Idle,Michael Palin,Terry Jones,Adventure Comedy Fantasy,monty python and the holy grail,Eric Idle Michael Palin Terry Jones Terry Gilliam Adventure Comedy Fantasy
877,unknown,Billy Burke,Tracy Spiridakos,David Lyons,Action Adventure Drama Sci-Fi,revolutionÃÂ            ,Billy Burke Tracy Spiridakos David Lyons unknown Action Adventure Drama Sci-Fi
878,Ken Del Conte,Hector Echavarria,Robert Miano,Ron RoggÃÂ©,Action Adventure Mystery Romance Thriller,death calls,Hector Echavarria Robert Miano Ron RoggÃÂ© Ken Del Conte Action Adventure Mystery Romance Thriller
879,James O'Brien,Mark Fantasia,Vivian Lamolli,Greg Jackson,Adventure Drama Fantasy Thriller Western,western religion,Mark Fantasia Vivian Lamolli Greg Jackson James O'Brien Adventure Drama Fantasy Thriller Western
880,EugÃÂ¨ne LouriÃÂ©,Kenneth Tobey,Cecil Kellaway,Ross Elliott,Adventure Horror Sci-Fi,"the beast from 20,000 fathoms",Kenneth Tobey Cecil Kellaway Ross Elliott EugÃÂ¨ne LouriÃÂ© Adventure Horror Sci-Fi
881,Richard Fleischer,James Mason,Robert J. Wilke,Paul Lukas,Adventure Drama Family Fantasy Sci-Fi,"20,000 leagues under the sea",James Mason Robert J. Wilke Paul Lukas Richard Fleischer Adventure Drama Family Fantasy Sci-Fi
882,George Miller,Hugh Keays-Byrne,Steve Bisley,Joanne Samuel,Action Adventure Sci-Fi Thriller,mad max,Hugh Keays-Byrne Steve Bisley Joanne Samuel George Miller Action Adventure Sci-Fi Thriller
883,Dena Seidel,Naderev Sano,Hugh Ducklow,Mike Brett,Adventure Documentary,antarctic edge: 70ÃÂ° south,Naderev Sano Hugh Ducklow Mike Brett Dena Seidel Adventure Documentary
884,Joachim RÃÂ¸nning Espen Sandberg,Johnny Depp,Javier Bardem,Geoffrey Rush,Adventure Action Fantasy Comedy,pirates of the caribbean: dead men tell no tales,Johnny Depp Javier Bardem Geoffrey Rush Joachim RÃÂ¸nning Espen Sandberg Adventure Action Fantasy Comedy
885,Zack Snyder,Ben Affleck,Henry Cavill,Gal Gadot,Action Adventure Fantasy Sci-Fi,justice league,Ben Affleck Henry Cavill Gal Gadot Zack Snyder Action Adventure Fantasy Sci-Fi
886,Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action Adventure Fantasy Sci-Fi,thor: ragnarok,Chris Hemsworth Tom Hiddleston Cate Blanchett Taika Waititi Action Adventure Fantasy Sci-Fi
887,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Action Adventure Comedy Sci-Fi,guardians of the galaxy vol. 2,Chris Pratt Zoe Saldana Dave Bautista James Gunn Action Adventure Comedy Sci-Fi
888,Sean McNamara,Pierce Brosnan,William Hurt,Benjamin Walker,Fantasy Action Adventure,the king's daughter,Pierce Brosnan William Hurt Benjamin Walker Sean McNamara Fantasy Action Adventure
889,Adam Spinks,Ben Loyd-Holmes,Sarah Mac,Neil Newbon,Thriller Adventure,extinction: nature has evolved,Ben Loyd-Holmes Sarah Mac Neil Newbon Adam Spinks Thriller Adventure
890,Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,Action Adventure Fantasy,wonder woman,Gal Gadot Chris Pine Robin Wright Patty Jenkins Action Adventure Fantasy
891,Kevin Munroe,Chris Murphy,Ian James Corlett,Matt Olsen,Animation Adventure Comedy Action Family,sly cooper,Chris Murphy Ian James Corlett Matt Olsen Kevin Munroe Animation Adventure Comedy Action Family
892,Johannes Roberts,Claire Holt,Mandy Moore,Chris Johnson,Drama Thriller Horror Adventure,47 meters down,Claire Holt Mandy Moore Chris Johnson Johannes Roberts Drama Thriller Horror Adventure
893,Peter Chelsom,Asa Butterfield,Britt Robertson,Carla Gugino,Romance Adventure Sci-Fi Drama,the space between us,Asa Butterfield Britt Robertson Carla Gugino Peter Chelsom Romance Adventure Sci-Fi Drama
894,D.J. Caruso,Vin Diesel,Ice Cube,Samuel L. Jackson,Action Adventure Crime,xxx: return of xander cage,Vin Diesel Ice Cube Samuel L. Jackson D.J. Caruso Action Adventure Crime
895,Stanley Tong,Jackie Chan,Disha Patani,Sonu Sood,Mystery Action Adventure Comedy,kung fu yoga,Jackie Chan Disha Patani Sonu Sood Stanley Tong Mystery Action Adventure Comedy
896,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Action Adventure Fantasy,kong: skull island,Tom Hiddleston Samuel L. Jackson Brie Larson Jordan Vogt-Roberts Action Adventure Fantasy
897,Evan Oppenheimer,Brett Dalton,Emily Atack,Stana Katic,Adventure Drama Romance,lost in florence,Brett Dalton Emily Atack Stana Katic Evan Oppenheimer Adventure Drama Romance
898,Vladimir Besedin,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,Action Adventure Sci-Fi Drama,major grom,Aleksandr Gorbatov Ivan Fominov Anton Kuznetsov Vladimir Besedin Action Adventure Sci-Fi Drama
899,Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,Action Adventure Sci-Fi,power rangers,Dacre Montgomery Naomi Scott RJ Cyler Dean Israelite Action Adventure Sci-Fi
900,Kelly Asbury,Julia Roberts,Ariel Winter,Ellie Kemper,Adventure Animation Comedy Family,smurfs: the lost village,Julia Roberts Ariel Winter Ellie Kemper Kelly Asbury Adventure Animation Comedy Family
901,Aaron Woodley,Jessica Biel,Hilary Swank,Susan Sarandon,Adventure Animation Comedy Family Sci-Fi,spark: a space tail,Jessica Biel Hilary Swank Susan Sarandon Aaron Woodley Adventure Animation Comedy Family Sci-Fi
902,Dmitriy Kiselev,Evgeny Mironov,Konstantin Khabenskiy,Vladimir Ilin,Adventure Drama History,the spacewalker,Evgeny Mironov Konstantin Khabenskiy Vladimir Ilin Dmitriy Kiselev Adventure Drama History
903,Alex Kurtzman,Tom Cruise,Russell Crowe,Annabelle Wallis,Thriller Action Adventure,the mummy,Tom Cruise Russell Crowe Annabelle Wallis Alex Kurtzman Thriller Action Adventure
904,Phil Volken,Bethany Joy Lenz,Danny Glover,Tim Griffin,Action Adventure Crime Drama Thriller,extortion,Bethany Joy Lenz Danny Glover Tim Griffin Phil Volken Action Adventure Crime Drama Thriller
905,Brian Fee,Owen Wilson,Cristela Alonzo,Chris Cooper,Family Comedy Animation Adventure,cars 3,Owen Wilson Cristela Alonzo Chris Cooper Brian Fee Family Comedy Animation Adventure
906,Takanori Tsujimoto,Kevin Dorman,Matthew Mercer,Erin Cahill,Action Adventure Animation Horror Mystery Sci-Fi,resident evil: vendetta,Kevin Dorman Matthew Mercer Erin Cahill Takanori Tsujimoto Action Adventure Animation Horror Mystery Sci-Fi
907,Robert Dyke,Sarah Butler,Damon Dayoub,Charles Shaughnessy,Action Sci-Fi Adventure,moontrap: target earth,Sarah Butler Damon Dayoub Charles Shaughnessy Robert Dyke Action Sci-Fi Adventure
908,S.S. Rajamouli,Prabhas,Rana Daggubati,Sathyaraj,Action Adventure History War,baahubali 2: the conclusion,Prabhas Rana Daggubati Sathyaraj S.S. Rajamouli Action Adventure History War
909,Bong Joon-ho,Tilda Swinton,Paul Dano,Ahn Seo-hyun ,Adventure Drama Fantasy Sci-Fi,okja,Tilda Swinton Paul Dano Ahn Seo-hyun  Bong Joon-ho Adventure Drama Fantasy Sci-Fi
910,Kyle Balda Pierre Coffin,Steve Carell,Kristen Wiig,Trey Parker,Action Animation Adventure Family Comedy,despicable me 3,Steve Carell Kristen Wiig Trey Parker Kyle Balda Pierre Coffin Action Animation Adventure Family Comedy
911,Luc Besson,Dane DeHaan,Cara Delevingne,Clive Owen,Adventure Sci-Fi Action,valerian and the city of a thousand planets,Dane DeHaan Cara Delevingne Clive Owen Luc Besson Adventure Sci-Fi Action
912,GÃ¡bor Herendi,Ervin Nagy,Petrik Andrea,Tibor GÃ¡spÃ¡r,Romance Adventure Drama History,kincsem,Ervin Nagy Petrik Andrea Tibor GÃ¡spÃ¡r GÃ¡bor Herendi Romance Adventure Drama History
913,Toby Genkel Reza Memari,Tilman DÃÂ¶bler,Cooper Kelly Kramer,Shannon Conley,Adventure Animation,a stork's journey,Tilman DÃÂ¶bler Cooper Kelly Kramer Shannon Conley Toby Genkel Reza Memari Adventure Animation
914,Blake Freeman,Danny Trejo,Casper Van Dien,Mindy Robinson,Comedy Action Adventure,all about the money,Danny Trejo Casper Van Dien Mindy Robinson Blake Freeman Comedy Action Adventure
915,Patrik Syversen,Marte Germaine Christensen,Patrick Stewart,Tom Rhys Harries,Adventure,dragonheart: battle for the heartfire,Marte Germaine Christensen Patrick Stewart Tom Rhys Harries Patrik Syversen Adventure
916,Nicole Jones-Dion,Anna Harr,Mark Grossman,Phyllis Spielman,Adventure Sci-Fi,stasis,Anna Harr Mark Grossman Phyllis Spielman Nicole Jones-Dion Adventure Sci-Fi
917,Michael Bay,Mark Wahlberg,Josh Duhamel,Laura Haddock,Action Sci-Fi Thriller Adventure,transformers: the last knight,Mark Wahlberg Josh Duhamel Laura Haddock Michael Bay Action Sci-Fi Thriller Adventure
918,Bailey Kobe,Julie McNiven,Shaun Sipos,Jessica Camacho,Romance Action Adventure Comedy Drama,the babymoon,Julie McNiven Shaun Sipos Jessica Camacho Bailey Kobe Romance Action Adventure Comedy Drama
919,Ernie Barbarash,Adam Rayner,Eliza Dushku,Ian Ogilvy,Action Adventure Crime,the saint,Adam Rayner Eliza Dushku Ian Ogilvy Ernie Barbarash Action Adventure Crime
920,Manuk Depoyan,Arsen Shavlyuk,Vasyl Virastyuk,Ruslana Pysanka,Family Comedy Animation Fantasy Adventure,the dragon spell,Arsen Shavlyuk Vasyl Virastyuk Ruslana Pysanka Manuk Depoyan Family Comedy Animation Fantasy Adventure
921,Pierre CorÃ©,Omar Sy,Louane Emera,Franck Gastambide,Adventure Animation Comedy Family,sahara,Omar Sy Louane Emera Franck Gastambide Pierre CorÃ© Adventure Animation Comedy Family
922,Kenny Ortega,Dove Cameron,Sofia Carson,Cameron Boyce,TV Movie Family Action Comedy Music Adventure,descendants 2,Dove Cameron Sofia Carson Cameron Boyce Kenny Ortega TV Movie Family Action Comedy Music Adventure
923,Ava DuVernay,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure,a wrinkle in time,Storm Reid Oprah Winfrey Reese Witherspoon Ava DuVernay Adventure
924,Wes Anderson,Bryan Cranston,Koyu Rankin,Edward Norton,Adventure,isle of dogs,Bryan Cranston Koyu Rankin Edward Norton Wes Anderson Adventure
925,Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Adventure,ready player one,Tye Sheridan Olivia Cooke Ben Mendelsohn Steven Spielberg Adventure
926,Russo brothers,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Adventure,avengers: infinity war,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Russo brothers Adventure
927,Raja Gosnell,Will Arnett,Ludacris,Natasha Lyonne,Adventure,show dogs,Will Arnett Ludacris Natasha Lyonne Raja Gosnell Adventure
928,Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure,christopher robin,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure
929,Albert Hughes,Kodi Smit-McPhee,JÃ³hannes Haukur JÃ³hannesson,Marcin Kowalczyk,Adventure,alpha,Kodi Smit-McPhee JÃ³hannes Haukur JÃ³hannesson Marcin Kowalczyk Albert Hughes Adventure
930,Andy Serkis,Christian Bale,Cate Blanchett,Benedict Cumberbatch,Adventure,mowgli: legend of the jungle,Christian Bale Cate Blanchett Benedict Cumberbatch Andy Serkis Adventure
931,Christian Rivers,Hera Hilmar,Robert Sheehan,Hugo Weaving,Adventure,mortal engines,Hera Hilmar Robert Sheehan Hugo Weaving Christian Rivers Adventure
932,Anthony and Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Adventure,avengers: endgame,Robert Downey Jr. Chris Evans Mark Ruffalo Anthony and Joe Russo Adventure
933,Chris Renaud ,Patton Oswalt,Eric Stonestreet,Kevin Hart,Adventure,the secret life of pets 2,Patton Oswalt Eric Stonestreet Kevin Hart Chris Renaud  Adventure
934,James Bobin ,Isabela Moner,Eugenio Derbez,Michael PeÃ±a,Adventure,dora and the lost city of gold,Isabela Moner Eugenio Derbez Michael PeÃ±a James Bobin  Adventure
935,"Tyler Nilson, Michael Schwartz",Shia LaBeouf,Dakota Johnson,John Hawkes,Adventure,the peanut butter falcon,"Shia LaBeouf Dakota Johnson John Hawkes Tyler Nilson, Michael Schwartz Adventure"
936,Tom Harper ,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper  Adventure
937,Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure
938,J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Adventure,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure
939,Ericson Core ,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core  Adventure
940,William Eubank,Kristen Stewart,Vincent Cassel,Jessica Henwick,Horror Science Fiction Action Adventure,underwater,Kristen Stewart Vincent Cassel Jessica Henwick William Eubank Horror Science Fiction Action Adventure
941,Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Family Comedy Fantasy Adventure,dolittle,Robert Downey Jr. Antonio Banderas Michael Sheen Stephen Gaghan Family Comedy Fantasy Adventure
942,Jeff Wadlow,Michael PeÃ±a,Maggie Q,Lucy Hale,Horror Fantasy Adventure Mystery,fantasy island,Michael PeÃ±a Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery
943,Drew Mylrea,Drew Van Acker,Poppy Delevingne,Natasha Bassett,Action Adventure Comedy,spy intervention,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy
944,Chris Sanders,Harrison Ford,Omar Sy,Cara Gee,Adventure Family Drama,the call of the wild,Harrison Ford Omar Sy Cara Gee Chris Sanders Adventure Family Drama
945,Dan Scanlon,Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Family Animation Adventure Comedy Fantasy,onward,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Family Animation Adventure Comedy Fantasy
946,Gavin O'Connor,Ben Affleck,Al Madrigal,Michaela Watkins,Drama Adventure History,the way back,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama Adventure History
947,Dave S. F. Wilson,Vin Diesel,Eiza GonzÃ¡lez,Sam Heughan,Action Science Fiction Adventure,bloodshot,Vin Diesel Eiza GonzÃ¡lez Sam Heughan Dave S. F. Wilson Action Science Fiction Adventure
948,Walt Dohrn,Anna Kendrick,Justin Timberlake,Rachel Bloom,Family Animation Comedy Fantasy Adventure Music,trolls world tour,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Family Animation Comedy Fantasy Adventure Music
949,Kenneth Branagh,Ferdia Shaw,Lara McDonnell,Josh Gad,Adventure Fantasy Science Fiction Family Action,artemis fowl,Ferdia Shaw Lara McDonnell Josh Gad Kenneth Branagh Adventure Fantasy Science Fiction Family Action
950,Daniel Chong,Eric Edelstein,Bobby Moynihan,Demetri Martin,Animation Adventure Family Comedy TV Movie,we bare bears: the movie,Eric Edelstein Bobby Moynihan Demetri Martin Daniel Chong Animation Adventure Family Comedy TV Movie
951,"Scott Christian Sava, Tony Bancroft",John Krasinski,Emily Blunt,Ian McKellen,Comedy Animation Adventure,animal crackers,"John Krasinski Emily Blunt Ian McKellen Scott Christian Sava, Tony Bancroft Comedy Animation Adventure"
952,Dean Parisot,Keanu Reeves,Alex Winter,Kristen Schaal,Comedy Science Fiction Adventure,bill & ted face the music,Keanu Reeves Alex Winter Kristen Schaal Dean Parisot Comedy Science Fiction Adventure
953,Josh Boone,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Science Fiction Horror Action Adventure,the new mutants,Maisie Williams Anya Taylor-Joy Charlie Heaton Josh Boone Science Fiction Horror Action Adventure
954,Niki Caro,Liu Yifei,Donnie Yen,Tzi Ma,Animation Family Adventure,mulan,Liu Yifei Donnie Yen Tzi Ma Niki Caro Animation Family Adventure
955,Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Sam Claflin,Adventure Mystery Crime,enola holmes,Millie Bobby Brown Henry Cavill Sam Claflin Harry Bradbeer Adventure Mystery Crime
956,Anna Mastro,Peyton Elizabeth Lee,Skylar Astin,Elodie Yung,Action Adventure Comedy Fantasy,secret society of second-born royals,Peyton Elizabeth Lee Skylar Astin Elodie Yung Anna Mastro Action Adventure Comedy Fantasy
957,Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Family Fantasy Adventure Comedy,a babysitter's guide to monster hunting,Tamara Smart Oona Laurence Tom Felton Rachel Talalay Family Fantasy Adventure Comedy
958,Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Comedy Action Adventure Science Fiction,love and monsters,Dylan O'Brien Jessica Henwick Dan Ewing Michael Matthews Comedy Action Adventure Science Fiction
959,Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Animation Adventure Family Fantasy,over the moon,Cathy Ang Phillipa Soo Ken Jeong Glen Keane Animation Adventure Family Fantasy
960,Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Animation Family Adventure Fantasy Comedy,the croods: a new age,Nicolas Cage Emma Stone Ryan Reynolds Joel Crawford Animation Family Adventure Fantasy Comedy
961,Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Family Fantasy Adventure Comedy,the christmas chronicles 2,Kurt Russell Goldie Hawn Darby Camp Chris Columbus Family Fantasy Adventure Comedy
962,Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Family Adventure Drama,black beauty,Mackenzie Foy Kate Winslet Claire Forlani Ashley Avis Family Adventure Drama
963,Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris",Action Fantasy Adventure,monster hunter,"Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Action Fantasy Adventure"
964,Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Action Adventure Fantasy,wonder woman 1984,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Action Adventure Fantasy
965,Anthony Leone,Amy Cay,Brian Patrick Butler,Michael C. Burgess,Adventure Family TV Movie Western,hacksaw,Amy Cay Brian Patrick Butler Michael C. Burgess Anthony Leone Adventure Family TV Movie Western
966,Jude Weng,Kea Peahu,Alex Aiono,Lindsay Watson,Adventure Action Comedy Family,finding ÃÂ»ohana,Kea Peahu Alex Aiono Lindsay Watson Jude Weng Adventure Action Comedy Family
967,Lena Khan,Matilda Lawler,Alyson Hannigan,Ben Schwartz,Family Adventure Comedy Fantasy,flora & ulysses,Matilda Lawler Alyson Hannigan Ben Schwartz Lena Khan Family Adventure Comedy Fantasy
968,Tim Hill,Tom Kenny,Awkwafina,Matt Berry,Family Animation Fantasy Adventure Comedy,the spongebob movie: sponge on the run,Tom Kenny Awkwafina Matt Berry Tim Hill Family Animation Fantasy Adventure Comedy
969,"Don Hall, Carlos LÃ³pez Estrada",Kelly Marie Tran,Awkwafina,Izaac Wang,Animation Family Fantasy Action Adventure,raya and the last dragon,"Kelly Marie Tran Awkwafina Izaac Wang Don Hall, Carlos LÃ³pez Estrada Animation Family Fantasy Action Adventure"
970,Doug Liman,Daisy Ridley,Tom Holland,Mads Mikkelsen,Fantasy Science Fiction Adventure,chaos walking,Daisy Ridley Tom Holland Mads Mikkelsen Doug Liman Fantasy Science Fiction Adventure
971,Edward Drake,Bruce Willis,Frank Grillo,Brandon Thomas Lee,Science Fiction Action Adventure,cosmic sin,Bruce Willis Frank Grillo Brandon Thomas Lee Edward Drake Science Fiction Action Adventure
972,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Action Adventure Fantasy,zack snyder's justice league,Ben Affleck Henry Cavill Amy Adams Zack Snyder Action Adventure Fantasy
973,Adam Wingard,Alexander SkarsgÃ¥rd,Millie Bobby Brown,Rebecca Hall,Action Science Fiction Adventure,godzilla vs. kong,Alexander SkarsgÃ¥rd Millie Bobby Brown Rebecca Hall Adam Wingard Action Science Fiction Adventure
974,Ben Falcone,Melissa McCarthy,Octavia Spencer,Bobby Cannavale,Action Adventure Comedy Science Fiction,thunder force,Melissa McCarthy Octavia Spencer Bobby Cannavale Ben Falcone Action Adventure Comedy Science Fiction
975,Joe Penna,Anna Kendrick,Daniel Dae Kim,Shamier Anderson,Science Fiction Drama Thriller Adventure,stowaway,Anna Kendrick Daniel Dae Kim Shamier Anderson Joe Penna Science Fiction Drama Thriller Adventure
976,Simon McQuoid,Lewis Tan,Jessica McNamee,Josh Lawson,Action Fantasy Adventure,mortal kombat,Lewis Tan Jessica McNamee Josh Lawson Simon McQuoid Action Fantasy Adventure
977,Mike Rianda,Abbi Jacobson,Danny McBride,Maya Rudolph,Animation Adventure Comedy,the mitchells vs. the machines,Abbi Jacobson Danny McBride Maya Rudolph Mike Rianda Animation Adventure Comedy
978,Stefano Sollima,Michael B. Jordan,Jamie Bell,Jodie Turner-Smith,Adventure Action Thriller War,without remorse,Michael B. Jordan Jamie Bell Jodie Turner-Smith Stefano Sollima Adventure Action Thriller War
